id,price,Label
605771,10.0,Shawarma
606929,10.0,Shawarma
609789,15.0,Shawarma
644623,8.5,Shawarma
626792,13.0,Shawarma
714863,10.0,Shawarma
602805,11.0,Shawarma
602526,13.0,Shawarma
497421,25.0,Shawarma
389328,10.0,Shawarma
289931,12.0,Shawarma
620148,7.0,Shawarma
387155,12.0,Shawarma
516975,13.5,Shawarma
630825,5.0,Shawarma
614043,8.0,Shawarma
521125,9.0,Shawarma
627780,10.0,Shawarma
492744,14.0,Shawarma
618747,9.0,Shawarma
607815,10.0,Shawarma
601609,10.0,Shawarma
602657,10.0,Shawarma
616449,10.0,Shawarma
501893,12.5,Shawarma
507448,10.0,Shawarma
606556,4.0,Shawarma
724326,12.0,Shawarma
616945,8.0,Shawarma
630962,7.5,Shawarma
715814,10.0,Shawarma
502799,6.0,Shawarma
605278,7.0,Shawarma
388888,12.0,Shawarma
519548,15.0,Shawarma
405521,15.0,Shawarma
607410,8.0,Shawarma
715795,8.0,Shawarma
625326,7.0,Shawarma
627220,12.5,Shawarma
634964,10.0,Shawarma
722500,7.0,Shawarma
602824,8.0,Shawarma
618355,10.0,Shawarma
611097,6.0,Shawarma
634328,12.0,Shawarma
607160,8.0,Shawarma
728522,8.0,Shawarma
718570,10.0,Shawarma
714598,12.0,Shawarma
601950,7.0,Shawarma
612478,14.0,Shawarma
501416,10.0,Shawarma
629710,16.0,Shawarma
502610,12.5,Shawarma
603476,10.0,Shawarma
600957,16.0,Shawarma
713423,10.0,Shawarma
722431,10.0,Shawarma
633234,8.0,Shawarma
148179,15.0,Shawarma
715845,15.0,Shawarma
632153,12.0,Shawarma
606552,15.0,Shawarma
738409,10.0,Shawarma
612096,6.0,Shawarma
743537,10.0,Shawarma
632896,5.5,Shawarma
605207,10.0,Shawarma
617542,20.0,Shawarma
719554,6.0,Shawarma
627427,15.0,Shawarma
411315,6.0,Shawarma
631507,10.0,Shawarma
627798,10.0,Shawarma
712093,10.0,Shawarma
627488,10.0,Shawarma
626493,10.0,Shawarma
601363,11.5,Shawarma
712898,7.0,Shawarma
603398,8.5,Shawarma
631012,11.0,Shawarma
601848,9.0,Shawarma
612131,2.0,Shawarma
408630,10.0,Shawarma
632091,13.0,Shawarma
601122,10.0,Shawarma
602871,6.0,Shawarma
520828,10.0,Shawarma
514199,7.0,Shawarma
389697,8.0,Shawarma
714430,15.0,Shawarma
612567,6.0,Shawarma
744468,5.0,Shawarma
502722,7.5,Shawarma
519681,10.0,Shawarma
631125,10.0,Shawarma
606119,13.0,Shawarma
627252,8.0,Shawarma
616568,15.0,Shawarma
603838,6.0,Shawarma
719735,10.0,Shawarma
608062,12.0,Shawarma
608704,10.0,Shawarma
520383,11.0,Shawarma
603793,20.0,Shawarma
603933,15.0,Shawarma
605519,8.0,Shawarma
524803,7.0,Shawarma
629712,14.0,Shawarma
627505,8.0,Shawarma
526131,8.0,Shawarma
607065,12.0,Shawarma
500077,10.0,Shawarma
633350,11.5,Shawarma
601945,6.0,Shawarma
629878,9.0,Shawarma
712766,15.0,Shawarma
603664,16.0,Shawarma
840827,10.0,Shawarma
604897,13.0,Shawarma
525422,8.0,Shawarma
602560,12.0,Shawarma
738379,10.0,Shawarma
622023,10.0,Shawarma
604770,11.0,Shawarma
608318,12.5,Shawarma
626757,10.0,Shawarma
745297,9.0,Shawarma
627599,7.0,Shawarma
520037,12.0,Shawarma
632189,5.99,Shawarma
627636,7.5,Shawarma
295428,8.0,Shawarma
228777,8.0,Shawarma
609278,12.0,Shawarma
614089,10.0,Shawarma
607517,14.0,Shawarma
714607,5.0,Shawarma
716650,7.5,Shawarma
497695,12.0,Shawarma
496858,9.0,Shawarma
608688,10.0,Shawarma
604386,10.0,Shawarma
628559,8.0,Shawarma
715152,15.0,Shawarma
604110,10.0,Shawarma
629010,9.0,Shawarma
605254,9.0,Shawarma
628990,11.0,Shawarma
625295,6.0,Shawarma
603415,8.5,Shawarma
635533,10.0,Shawarma
630389,17.0,Shawarma
714901,12.0,Shawarma
629792,10.0,Shawarma
629025,20.0,Shawarma
524441,10.0,Shawarma
389109,20.0,Shawarma
631216,10.0,Shawarma
738875,10.0,Shawarma
634669,16.99,Shawarma
409940,10.0,Shawarma
399605,7.0,Shawarma
721831,11.0,Shawarma
835223,12.0,Shawarma
712938,10.0,Shawarma
395712,12.5,Shawarma
603388,13.0,Shawarma
617774,11.99,Shawarma
289440,7.0,Shawarma
714503,10.0,Shawarma
714893,10.0,Shawarma
601094,7.5,Shawarma
618150,9.0,Shawarma
607944,10.0,Shawarma
629844,7.0,Shawarma
626482,9.0,Shawarma
609257,14.0,Shawarma
717921,13.0,Shawarma
181851,8.0,Shawarma
629041,9.0,Shawarma
604062,6.0,Shawarma
716749,12.5,Shawarma
633143,8.0,Shawarma
743828,12.0,Shawarma
520861,10.0,Shawarma
517019,11.0,Shawarma
626779,15.0,Shawarma
611716,7.0,Shawarma
193195,15.0,Shawarma
627530,10.0,Shawarma
626479,8.0,Shawarma
624540,4.5,Shawarma
625315,12.0,Shawarma
601941,14.0,Shawarma
723968,10.0,Shawarma
715806,10.0,Shawarma
720045,6.0,Shawarma
713585,10.0,Shawarma
611188,7.0,Shawarma
606726,8.0,Shawarma
629142,10.0,Shawarma
634825,10.0,Shawarma
613409,14.0,Shawarma
633224,4.0,Shawarma
738850,10.0,Shawarma
500470,8.5,Shawarma
13183,10.0,Shawarma
627169,8.0,Shawarma
229041,7.5,Shawarma
496344,8.0,Shawarma
409723,10.0,Shawarma
630949,7.0,Shawarma
413014,8.5,Shawarma
310438,10.0,Shawarma
627430,8.0,Shawarma
526510,10.0,Shawarma
390823,7.0,Shawarma
717116,15.0,Shawarma
712143,18.0,Shawarma
612538,5.0,Shawarma
627539,10.0,Shawarma
603812,7.0,Shawarma
740568,8.0,Shawarma
712702,10.0,Shawarma
519638,7.25,Shawarma
627800,10.0,Shawarma
406863,10.0,Shawarma
726962,20.0,Shawarma
628077,12.0,Shawarma
601693,7.0,Shawarma
517096,8.5,Shawarma
606821,5.0,Shawarma
455047,8.0,Shawarma
625576,10.0,Shawarma
716549,15.0,Sushi
715742,6.0,Sushi
727333,5.0,Sushi
606874,15.0,Sushi
505318,8.0,Sushi
605771,15.0,Sushi
606929,10.0,Sushi
609789,30.0,Sushi
644623,22.5,Sushi
626792,12.0,Sushi
714863,20.0,Sushi
602805,16.0,Sushi
602526,9.0,Sushi
497421,65.0,Sushi
389328,15.0,Sushi
289931,20.0,Sushi
620148,12.0,Sushi
387155,16.0,Sushi
516975,16.5,Sushi
630825,15.0,Sushi
614043,23.0,Sushi
521125,5.0,Sushi
627780,50.0,Sushi
492744,20.0,Sushi
618747,15.0,Sushi
607815,20.0,Sushi
601609,15.0,Sushi
602657,20.0,Sushi
616449,12.0,Sushi
501893,17.5,Sushi
507448,30.0,Sushi
606556,4.0,Sushi
724326,17.0,Sushi
616945,5.0,Sushi
630962,18.0,Sushi
715814,13.0,Sushi
502799,10.0,Sushi
605278,10.0,Sushi
388888,20.0,Sushi
519548,20.0,Sushi
405521,18.0,Sushi
607410,16.0,Sushi
715795,10.0,Sushi
625326,1.0,Sushi
627220,17.5,Sushi
634964,20.0,Sushi
722500,1.0,Sushi
602824,10.0,Sushi
618355,8.0,Sushi
611097,10.0,Sushi
634328,15.0,Sushi
607160,15.0,Sushi
728522,15.0,Sushi
718570,10.0,Sushi
714598,35.0,Sushi
601950,3.0,Sushi
612478,14.0,Sushi
501416,15.0,Sushi
629710,2.0,Sushi
502610,6.0,Sushi
603476,20.0,Sushi
600957,12.0,Sushi
713423,13.0,Sushi
722431,12.5,Sushi
633234,10.0,Sushi
148179,30.0,Sushi
715845,17.0,Sushi
632153,15.0,Sushi
606552,12.0,Sushi
738409,15.0,Sushi
612096,7.5,Sushi
743537,3.0,Sushi
632896,6.5,Sushi
605207,10.0,Sushi
617542,13.0,Sushi
719554,10.0,Sushi
627427,30.0,Sushi
411315,9.0,Sushi
631507,10.0,Sushi
627798,11.0,Sushi
712093,15.0,Sushi
627488,15.0,Sushi
626493,15.0,Sushi
601363,17.0,Sushi
712898,20.0,Sushi
603398,20.0,Sushi
631012,13.0,Sushi
601848,13.0,Sushi
612131,8.0,Sushi
408630,3.0,Sushi
632091,10.0,Sushi
601122,7.0,Sushi
602871,6.0,Sushi
520828,12.0,Sushi
514199,12.0,Sushi
389697,15.0,Sushi
714430,9.0,Sushi
612567,5.0,Sushi
744468,2.0,Sushi
502722,13.5,Sushi
519681,5.0,Sushi
631125,15.0,Sushi
606119,1.0,Sushi
627252,15.0,Sushi
616568,3.0,Sushi
603838,20.0,Sushi
719735,15.0,Sushi
608062,15.0,Sushi
608704,20.0,Sushi
520383,13.0,Sushi
603793,10.0,Sushi
603933,80.0,Sushi
605519,10.0,Sushi
524803,5.0,Sushi
629712,20.0,Sushi
627505,11.0,Sushi
526131,9.0,Sushi
607065,20.0,Sushi
500077,13.0,Sushi
633350,12.0,Sushi
601945,10.0,Sushi
629878,14.0,Sushi
712766,11.5,Sushi
603664,9.0,Sushi
840827,20.0,Sushi
604897,35.0,Sushi
525422,15.0,Sushi
602560,13.0,Sushi
738379,30.0,Sushi
622023,20.0,Sushi
604770,9.0,Sushi
608318,10.0,Sushi
626757,12.0,Sushi
745297,11.0,Sushi
627599,16.0,Sushi
520037,10.0,Sushi
632189,2.0,Sushi
627636,9.0,Sushi
295428,20.0,Sushi
228777,14.0,Sushi
609278,12.0,Sushi
614089,25.0,Sushi
607517,15.0,Sushi
714607,4.0,Sushi
716650,12.0,Sushi
497695,20.0,Sushi
496858,14.5,Sushi
608688,15.0,Sushi
604386,30.0,Sushi
628559,20.0,Sushi
715152,25.0,Sushi
604110,15.0,Sushi
629010,10.0,Sushi
605254,10.0,Sushi
628990,18.0,Sushi
625295,10.0,Sushi
603415,11.0,Sushi
635533,30.0,Sushi
630389,20.0,Sushi
714901,13.0,Sushi
629792,8.0,Sushi
629025,20.0,Sushi
524441,15.0,Sushi
389109,30.0,Sushi
631216,20.0,Sushi
738875,8.0,Sushi
634669,6.96,Sushi
409940,15.0,Sushi
399605,15.0,Sushi
721831,12.0,Sushi
835223,10.0,Sushi
712938,17.0,Sushi
395712,17.5,Sushi
603388,20.0,Sushi
617774,15.989999999999998,Sushi
289440,10.0,Sushi
714503,10.0,Sushi
714893,10.0,Sushi
601094,13.0,Sushi
618150,12.0,Sushi
607944,17.5,Sushi
629844,15.0,Sushi
626482,20.0,Sushi
609257,18.0,Sushi
717921,20.0,Sushi
181851,15.0,Sushi
629041,14.0,Sushi
604062,2.0,Sushi
716749,17.5,Sushi
633143,10.0,Sushi
743828,7.0,Sushi
520861,20.0,Sushi
517019,7.0,Sushi
626779,13.0,Sushi
611716,10.0,Sushi
193195,20.0,Sushi
627530,14.0,Sushi
626479,10.0,Sushi
624540,20.0,Sushi
625315,17.0,Sushi
601941,15.0,Sushi
723968,15.0,Sushi
715806,13.0,Sushi
720045,11.0,Sushi
713585,30.0,Sushi
611188,12.0,Sushi
606726,15.0,Sushi
629142,14.0,Sushi
634825,12.0,Sushi
613409,6.0,Sushi
633224,10.0,Sushi
738850,12.0,Sushi
500470,8.5,Sushi
13183,10.0,Sushi
627169,20.0,Sushi
229041,17.5,Sushi
496344,4.0,Sushi
409723,12.0,Sushi
630949,4.0,Sushi
413014,13.0,Sushi
310438,15.0,Sushi
627430,10.0,Sushi
526510,20.0,Sushi
390823,20.0,Sushi
717116,25.0,Sushi
712143,8.0,Sushi
612538,9.0,Sushi
627539,7.0,Sushi
603812,20.0,Sushi
740568,14.0,Sushi
712702,10.0,Sushi
519638,12.0,Sushi
627800,20.0,Sushi
406863,13.0,Sushi
726962,30.0,Sushi
628077,12.0,Sushi
601693,13.0,Sushi
517096,20.0,Sushi
606821,20.0,Sushi
455047,20.0,Sushi
625576,12.0,Sushi
747734,7.5,Pizza
517064,3.5,Pizza
387330,20.0,Pizza
746750,2.0,Pizza
629285,12.0,Pizza
743488,5.0,Pizza
523710,20.0,Pizza
635179,7.0,Pizza
313562,2.0,Pizza
712670,4.0,Pizza
635627,4.0,Pizza
524485,7.5,Pizza
632320,16.0,Pizza
633520,7.5,Pizza
606905,14.99,Pizza
393424,4.0,Pizza
618333,10.0,Pizza
628558,10.0,Pizza
613776,4.0,Pizza
317214,3.5,Pizza
628093,22.5,Pizza
411781,7.0,Pizza
525567,5.0,Pizza
634455,4.0,Pizza
498848,3.0,Pizza
638838,4.29,Pizza
411253,2.0,Pizza
410165,15.0,Pizza
608554,5.0,Pizza
602394,15.0,Pizza
743623,20.0,Pizza
87783,5.0,Pizza
632431,15.0,Pizza
744091,6.0,Pizza
519570,6.0,Pizza
744484,4.0,Pizza
508149,19.0,Pizza
524992,4.0,Pizza
413570,8.0,Pizza
306207,10.5,Pizza
634468,30.0,Pizza
522205,5.0,Pizza
5978,4.0,Pizza
742611,16.0,Pizza
631198,20.0,Pizza
606150,8.0,Pizza
313577,7.0,Pizza
629700,6.0,Pizza
630928,15.0,Pizza
607286,15.0,Pizza
607609,2.5,Pizza
522890,10.0,Pizza
630227,20.0,Pizza
603607,3.0,Pizza
617029,20.0,Pizza
617462,5.0,Pizza
633001,5.0,Pizza
634690,6.0,Pizza
630198,5.0,Pizza
520507,4.0,Pizza
635065,7.0,Pizza
613209,5.0,Pizza
605452,15.0,Pizza
24137,20.0,Pizza
518809,2.0,Pizza
634646,3.0,Pizza
508156,3.0,Pizza
632909,7.0,Pizza
414734,15.0,Pizza
630250,7.5,Pizza
411810,2.0,Pizza
214145,10.0,Pizza
628986,16.99,Pizza
211158,12.0,Pizza
507382,5.0,Pizza
522877,6.0,Pizza
635024,4.0,Pizza
602845,22.5,Pizza
519822,16.5,Pizza
600849,6.0,Pizza
605148,5.0,Pizza
631600,6.0,Pizza
716142,20.0,Pizza
525853,15.0,Pizza
835124,7.0,Pizza
634764,10.0,Pizza
630117,15.0,Pizza
631531,5.0,Pizza
714062,20.0,Pizza
629156,10.0,Pizza
498563,16.0,Pizza
625319,3.0,Pizza
723931,5.0,Pizza
526497,6.0,Pizza
630999,20.0,Pizza
97339,10.0,Pizza
631909,5.0,Pizza
625349,20.0,Pizza
632299,5.0,Pizza
616634,4.0,Pizza
616836,3.0,Pizza
609116,4.0,Pizza
626789,6.0,Pizza
504599,15.0,Pizza
632684,2.0,Pizza
522967,12.0,Pizza
632893,15.0,Pizza
632156,5.0,Pizza
603582,5.0,Pizza
626754,15.0,Pizza
298481,16.0,Pizza
631583,18.0,Pizza
718026,15.0,Pizza
616713,15.0,Pizza
602533,15.0,Pizza
522345,6.0,Pizza
629758,13.0,Pizza
631496,5.0,Pizza
491374,20.0,Pizza
632051,2.5,Pizza
409930,15.0,Pizza
632975,4.0,Pizza
407221,25.0,Pizza
204508,5.0,Pizza
618700,10.0,Pizza
627792,5.0,Pizza
712054,16.0,Pizza
631881,3.5,Pizza
716188,18.5,Pizza
628744,15.0,Pizza
604132,8.0,Pizza
629807,5.0,Pizza
741428,8.0,Pizza
633024,5.0,Pizza
631221,4.0,Pizza
601983,5.0,Pizza
603007,3.0,Pizza
601217,3.0,Pizza
629221,15.0,Pizza
634705,4.0,Pizza
630070,10.0,Pizza
630006,20.0,Pizza
629072,4.0,Pizza
630044,4.0,Pizza
626026,4.0,Pizza
520303,20.0,Pizza
630972,4.0,Pizza
630948,15.0,Pizza
626778,6.5,Pizza
631181,4.4,Pizza
633541,15.0,Pizza
630098,5.0,Pizza
629959,5.0,Pizza
633097,5.0,Pizza
605290,5.0,Pizza
629869,2.0,Pizza
632868,20.0,Pizza
209691,10.0,Pizza
600915,20.0,Pizza
525420,15.0,Pizza
414710,2.5,Pizza
629985,3.0,Pizza
523128,9.0,Pizza
727410,25.0,Pizza
616457,10.0,Pizza
206487,8.0,Pizza
68949,14.5,Pizza
419835,5.0,Pizza
745732,16.0,Pizza
543739,4.0,Pizza
410380,8.0,Pizza
385307,3.0,Pizza
634566,15.0,Pizza
625818,3.95,Pizza
631164,7.5,Pizza
603130,4.0,Pizza
229211,5.0,Pizza
626849,5.0,Pizza
634650,5.0,Pizza
632125,3.0,Pizza
626812,20.0,Pizza
631109,3.25,Pizza
716766,5.0,Pizza
494103,5.0,Pizza
628102,4.0,Pizza
634683,3.0,Pizza
517774,6.0,Pizza
408898,2.0,Pizza
603189,4.0,Pizza
606857,3.5,Pizza
523080,3.0,Pizza
631014,5.0,Pizza
503957,11.0,Pizza
524890,5.0,Pizza
717411,3.0,Pizza
525311,10.0,Pizza
630967,5.0,Pizza
604969,5.0,Pizza
524480,8.0,Pizza
630121,5.0,Pizza
629615,5.0,Pizza
634977,20.0,Pizza
630823,8.0,Pizza
632228,2.5,Pizza
504548,5.0,Pizza
522477,5.0,Pizza
523461,3.0,Pizza
312640,6.0,Pizza
854745,5.0,Pizza
711854,23.0,Pizza
739254,4.0,Pizza
621555,6.0,Pizza
602482,5.0,Pizza
630416,6.0,Pizza
505458,15.0,Pizza
296589,2.5,Pizza
604826,6.0,Pizza
387820,6.0,Pizza
603612,15.0,Pizza
712252,4.0,Pizza
742226,7.5,Pizza
712771,20.0,Pizza
746466,24.0,Pizza
601737,5.0,Pizza
631902,4.0,Pizza
312320,2.5,Pizza
519986,4.0,Pizza
626771,3.5,Pizza
407257,3.0,Pizza
626883,6.0,Pizza
727339,6.0,Pizza
631448,6.25,Pizza
634885,4.0,Pizza
619932,5.0,Pizza
601986,3.45,Pizza
631141,4.0,Pizza
631069,6.0,Pizza
634508,3.0,Pizza
206744,5.0,Pizza
498213,2.1,Pizza
627496,4.25,Pizza
629659,12.0,Pizza
630190,5.0,Pizza
401586,3.5,Pizza
629263,3.0,Pizza
631678,5.0,Pizza
411681,6.0,Pizza
518733,5.0,Pizza
630378,5.0,Pizza
631142,5.0,Pizza
519976,5.0,Pizza
604991,5.0,Pizza
522483,10.0,Pizza
629723,8.0,Pizza
387522,15.0,Pizza
613484,3.0,Pizza
388729,20.0,Pizza
494373,17.5,Pizza
630977,12.5,Pizza
621982,10.0,Pizza
605537,8.0,Pizza
607073,3.5,Pizza
624443,3.0,Pizza
718089,5.0,Pizza
622727,3.0,Pizza
609617,3.0,Pizza
526064,2.5,Pizza
609179,5.0,Pizza
627638,4.0,Pizza
411117,6.0,Pizza
634430,3.0,Pizza
631711,10.0,Pizza
606010,6.0,Pizza
631436,6.0,Pizza
633712,15.0,Pizza
609556,5.0,Pizza
520090,5.0,Pizza
602234,10.0,Pizza
741592,2.99,Pizza
628547,5.0,Pizza
501513,15.0,Pizza
630929,2.0,Pizza
617379,5.0,Pizza
617310,3.99,Pizza
495424,5.0,Pizza
622787,4.0,Pizza
631716,12.5,Pizza
741658,5.0,Pizza
620745,12.5,Pizza
611932,8.0,Pizza
635602,19.0,Pizza
619892,16.0,Pizza
529289,10.0,Pizza
630738,5.0,Pizza
524766,15.0,Pizza
522148,4.0,Pizza
601547,15.0,Pizza
631046,10.0,Pizza
66222,13.0,Pizza
603182,20.0,Pizza
632117,6.5,Pizza
630209,20.0,Pizza
413395,25.0,Pizza
386750,13.0,Pizza
617178,5.0,Pizza
630128,4.0,Pizza
628736,6.0,Pizza
747734,16.0,Shawarma
517064,14.5,Shawarma
387330,10.0,Shawarma
746750,10.0,Shawarma
629285,8.0,Shawarma
743488,9.0,Shawarma
523710,10.0,Shawarma
635179,8.0,Shawarma
313562,10.0,Shawarma
712670,8.5,Shawarma
635627,13.0,Shawarma
524485,22.0,Shawarma
632320,8.0,Shawarma
633520,17.5,Shawarma
606905,11.99,Shawarma
393424,10.0,Shawarma
618333,8.0,Shawarma
628558,12.0,Shawarma
613776,12.0,Shawarma
317214,16.0,Shawarma
628093,12.0,Shawarma
411781,12.0,Shawarma
525567,12.0,Shawarma
634455,10.0,Shawarma
498848,10.0,Shawarma
638838,12.5,Shawarma
411253,5.0,Shawarma
410165,15.0,Shawarma
608554,15.0,Shawarma
602394,15.0,Shawarma
743623,15.0,Shawarma
87783,10.0,Shawarma
632431,9.99,Shawarma
744091,7.5,Shawarma
519570,15.0,Shawarma
744484,12.0,Shawarma
508149,11.0,Shawarma
524992,12.0,Shawarma
413570,9.0,Shawarma
306207,12.0,Shawarma
634468,15.0,Shawarma
522205,12.0,Shawarma
5978,10.0,Shawarma
742611,9.0,Shawarma
631198,10.0,Shawarma
606150,12.0,Shawarma
313577,13.0,Shawarma
629700,13.0,Shawarma
630928,11.0,Shawarma
607286,10.0,Shawarma
607609,7.0,Shawarma
522890,10.0,Shawarma
630227,12.0,Shawarma
603607,8.0,Shawarma
617029,10.0,Shawarma
617462,10.0,Shawarma
633001,8.0,Shawarma
634690,11.0,Shawarma
630198,10.0,Shawarma
520507,6.0,Shawarma
635065,9.0,Shawarma
613209,9.0,Shawarma
605452,20.0,Shawarma
24137,15.0,Shawarma
518809,10.0,Shawarma
634646,7.0,Shawarma
508156,15.0,Shawarma
632909,13.0,Shawarma
414734,15.0,Shawarma
630250,14.0,Shawarma
411810,7.0,Shawarma
214145,10.0,Shawarma
628986,16.98,Shawarma
211158,12.0,Shawarma
507382,7.0,Shawarma
522877,12.5,Shawarma
635024,9.0,Shawarma
602845,10.0,Shawarma
519822,12.0,Shawarma
600849,7.0,Shawarma
605148,13.0,Shawarma
631600,10.0,Shawarma
716142,5.0,Shawarma
525853,17.5,Shawarma
835124,9.0,Shawarma
634764,10.0,Shawarma
630117,14.0,Shawarma
631531,10.0,Shawarma
714062,10.0,Shawarma
629156,10.0,Shawarma
498563,12.0,Shawarma
625319,9.5,Shawarma
723931,15.0,Shawarma
526497,15.0,Shawarma
630999,15.0,Shawarma
97339,10.0,Shawarma
631909,12.0,Shawarma
625349,15.0,Shawarma
632299,12.0,Shawarma
616634,8.0,Shawarma
616836,12.0,Shawarma
609116,8.0,Shawarma
626789,11.0,Shawarma
504599,10.0,Shawarma
632684,12.0,Shawarma
522967,15.0,Shawarma
